appid,name,developer,genres_steam,price,country
1684400,Best Month Ever!,Warsaw Film School Video Game & Film Production Studio,"Aventura, Indie",5.99,
782330,DOOM Eternal,id Software,Acción,39.99,Estados Unidos
512080,Fancy Skiing VR,哈视奇科技,"Aventura, Deportes",6.99,China
678010,Temporal Storm X: Hyperspace Dream,Crystalmesh Studios,"Acción, Casual, Indie",2.39,
621090,Elixir of Immortality II: The League of Immortality,First Violin Games,"Aventura, Casual",4.99,
1497230,Cauldrons of War - Stalingrad,Maestro Cinetik,Estrategia,14.99,
971680,Montaro RE,JCKSLAP,"Casual, Indie",0.99,España
850450,Escape First,OnSkull Games,"Aventura, Casual, Indie",5.89,
892550,La Bella y la Bestia: Objetos ocultos,Crisp App Studio,"Aventura, Casual, Indie",7.79,Reino Unido
439460,Ships 2017,FragOut,"Indie, Simuladores",14.99,
510110,New Yankee in King Arthur's Court 2,Rionix,"Casual, Simuladores, Estrategia",0.99,Hong Kong
601110,Twin Roads,WarPI Games,"Aventura, Casual, Indie",4.99,
728830,San Matias -- Mafia City,RIQPLAY,"Acción, Aventura, Indie",0.79,
1278750,Lost At Sea,Studio Fizbin,"Aventura, Indie",1.19,España
1956430,Terminal Velocity™: Boosted Edition,Terminal Reality,"Acción, Aventura, Simuladores",11.79,Estados Unidos
368690,Chronoclysm,Zed-ex,"Acción, Indie",4.99,
860340,Trivia Vault: Toy Trivia,Ripknot Systems,"Acción, Casual, Simuladores",13.79,Suiza
264160,WazHack,Waz,"Acción, Indie, Rol, Estrategia",7.99,
570940,DARK SOULS™: REMASTERED,QLOC,Acción,39.99,
102500,Kingdoms of Amalur: Reckoning™,Big Huge Games,"Acción, Rol",0.0,
494100,ENIGMA:,Uzumeya,"Aventura, Indie",14.79,
292350,Gamer To Game Developer Series 2 Learn Unity 2D,GTGD,"Educación, Formación en software",12.59,
1226690,Great British Railway Journeys,Dovetail Games,Simuladores,0.0,Reino Unido
558410,Cannonfire Concerto,Choice of Games,"Aventura, Indie, Rol",5.89,Reino Unido
222730,Reus,Abbey Games,"Indie, Simuladores, Estrategia",9.99,Reino Unido
4800,Heroes of Annihilated Empires,GSC Game World,Estrategia,7.99,Rusia
1195560,Alek - The Lost Kingdom,Jessy Lemieux,"Acción, Aventura, Rol, Estrategia, Acceso anticipado",16.79,
690080,Deadly Traps,BT Studios,"Acción, Indie",0.99,Reino Unido
356530,The Confines Of The Crown,Hanako Games,"Aventura, Indie",14.79,Japón
36000,Foreign Legion: Buckets of Blood,Sakari Games,"Acción, Indie",3.29,Finlandia
1297550,TKO,Accolade,"Simuladores, Deportes",5.69,Reino Unido
390890,Angry Arrows,DanielDavisGames,"Acción, Aventura, Indie",4.99,Estados Unidos
561450,Mutant Fighting Cup 2,playchocolate,"Acción, Indie, Rol",5.99,
508760,Ball of Wonder,White Rabbit Games,"Casual, Indie",9.99,Reino Unido
332800,Five Nights at Freddy's 2,Scott Cawthon,Indie,7.99,Estados Unidos
1291790,Lakeview Cabin 2,Roope Tamminen,"Acción, Indie, Estrategia",13.79,
2085370,Classified: France '44,Absolutely Games,"Rol, Estrategia",34.99,
279920,Infinity Runner,Wales Interactive,"Acción, Indie",6.99,España
578930,LOVE 2: kuso,Fred Wood,"Acción, Indie",4.99,Estados Unidos
298020,Escape The Museum,Gogii Games,Aventura,3.99,España
1665000,Alice's Jigsaw Time Travel 2,Somer Games,Casual,14.79,España
395520,Missing Translation,AlPixel Games,"Aventura, Casual, Free to Play, Indie",0.0,
564810,Ticket,magicdweedoo,"Acción, Aventura, Indie",4.99,
34600,Order of War™,Wargaming.net,Estrategia,7.99,
946090,Hentai Neighbors,Mature Games,Casual,0.99,Reino Unido
838540,City Escaper,PatatEj,Indie,0.99,
581810,1166,Predator Productions,"Desnudos, Sangrientos, Acción, Aventura, Indie",1.99,
416380,The Hurricane of the Varstray -Collateral hazard-,Studio SiestA,"Acción, Indie",9.75,
861180,Fading Visage,Simulators Gear,"Acción, Indie",0.0,
603850,Age of History II,Łukasz Jakowski,Estrategia,3.49,Polonia
300510,Them - The Summoning,Gamatic,Casual,2.99,
567020,TILE,Egor Magurin,"Casual, Indie",1.99,Rusia
1170760,XIII - Classic,Ubisoft Paris Studio,Acción,12.99,
580820,Robot Soccer Challenge,Render System,"Casual, Indie, Carreras, Deportes",4.99,Estados Unidos
1270010,Gone: Survival,Coden Studio,"Acción, Aventura, Indie, Simuladores",6.89,
782140,Re-Legion,Ice Code Games,"Acción, Indie, Rol, Estrategia",9.99,España
1401220,冷血症骰子,CHARON,"Casual, Indie, Rol, Simuladores",6.59,
37600,Windosill,Vectorpark,"Aventura, Casual, Indie",2.99,
696760,HoloLAB Champions,Schell Games,Simuladores,3.79,Estados Unidos
2052170,In to the 029,PangdoraSouls,"Aventura, Indie",5.89,
1004610,Roombo: First Blood,Samurai Punk,"Acción, Indie",4.99,Japón
409560,Run Rabbit Run,FLAT12,"Acción, Aventura, Indie, Simuladores",3.99,
736860,Objetos Ocultos: La vuelta al mundo en 80 días,Crisp App Studio,"Aventura, Casual, Indie",7.79,Reino Unido
1548850,Six Days in Fallujah,Highwire Games,"Acción, Acceso anticipado",25.34,
1941840,Otoko Cross: Pretty Boys Mahjong Solitaire,Eastasiasoft Limited,"Casual, Indie",5.69,
1121640,The Wandering Village,Stray Fawn Studio,"Simuladores, Estrategia",14.99,
201830,Jurassic Park: The Game,Telltale Games,Aventura,0.0,Estados Unidos
2627680,G-MODEアーカイブス50 ミッドナイトホラースクール,G-MODE,Aventura,7.79,Japón
439310,Until I Have You,Wormwood Studios,Indie,13.99,
352610,The Way We All Go (2015),ebi-hime,Indie,5.99,Japón
778330,Squirm,Alex Carpenter,"Aventura, Indie",2.99,
315450,Bliss,Oruji Productions,"Aventura, Indie",0.79,
372930,New York Mysteries: Secrets of the Mafia Collector's Edition,FIVE-BN GAMES,"Aventura, Casual",9.75,España
34640,Massive Assault: Phantom Renaissance,Wargaming.net,Estrategia,9.99,
1326470,Sons Of The Forest,Endnight Games Ltd,"Acción, Aventura, Indie, Simuladores",28.99,
448280,Job Simulator,Owlchemy Labs,"Acción, Casual, Indie, Simuladores",19.5,Estados Unidos
552540,Lotia®,"Crayon Ponyfish, LLC","Indie, Rol",0.0,
1755030,Mothmen 1966,LCB Game Studio,"Aventura, Indie",8.79,
577320,Quantic Pinball,Shine Research,Casual,0.75,Suiza
1049410,Superliminal,Pillow Castle,"Acción, Aventura",7.8,
444090,Paladins®,Evil Mojo Games,"Acción, Aventura, Multijugador masivo, Estrategia, Free to Play",0.0,
564920,Smoots Tennis Survival Zombie,Kaneda Games,"Casual, Indie, Deportes",0.79,Japón
578050,Siege And Destroy,Makketron LLC,"Acción, Casual, Indie, Acceso anticipado",0.99,
681340,ARRAYNIUM,BOBAFETTA,Casual,0.79,
447940,Brine,BrineTeam,"Aventura, Indie, Acceso anticipado",3.99,
371500,Grey Cubes,Deion Mobile,"Acción, Casual, Indie",0.0,
33620,Crash Time 3,Synetic,"Acción, Carreras",5.99,
259340,Chicken Shoot Gold,ToonTRAXX Studios,"Acción, Casual, Indie",12.79,
566050,Zeus + Poseidon,Impressions Games,Estrategia,9.99,Reino Unido
1309860,Family Mysteries 3: Criminal Mindset,Brave Giant LTD,"Aventura, Casual",2.99,Reino Unido
115110,Stacking,Double Fine Productions,"Aventura, Indie",9.99,Estados Unidos
3050,Xpand Rally Xtreme,Techland,Carreras,4.99,Polonia
271590,Grand Theft Auto V Legacy,Rockstar North,"Acción, Aventura",0.0,Escocia
586790,Hold your houses,WhackAKey Games,"Acción, Estrategia",0.49,España
307070,Memories of a Vagabond,Darkelite Studio Inc,"Aventura, Indie, Rol",1.49,
360510,Into the Stars,Fugitive Games,"Acción, Aventura, Indie, Simuladores, Estrategia",19.5,
360450,Kiai Resonance,Absorb Reality,"Acción, Indie, Simuladores",4.99,
506930,CoLab,Pixel Federation,"Casual, Indie",4.99,
774261,My Little Bomb,"Nikita ""Ghost_RUS""","Casual, Indie, Simuladores",0.49,Rusia
391260,Labyronia RPG,Labyrinthine,"Acción, Aventura, Indie, Rol",1.99,Suiza
57300,Amnesia: The Dark Descent,Frictional Games,"Acción, Aventura, Indie",19.5,Suecia
846770,DYSMANTLE,10tons Ltd,"Acción, Aventura, Indie, Rol, Simuladores",19.99,Reino Unido
607680,Popap,aqwatron,Casual,0.99,
281220,BloodRayne Betrayal (Legacy),Abstraction Games,Acción,0.0,España
38600,Faerie Solitaire,Subsoap,"Casual, Indie, Rol",1.24,España
744750,Devil and the Fairy,HandyGames,"Aventura, Indie, Estrategia",9.99,España
440950,Story Of the Survivor,Kamil Szczepanik,"Acción, Aventura, Indie, Rol, Simuladores",2.99,
670900,NASCAR Heat 2,Monster Games,Carreras,0.0,
503680,The Seeker,VisualTech48,"Acción, Indie, Acceso anticipado",0.49,México
356910,Battle Fantasia -Revised Edition-,Arc System Works,Acción,14.99,Japón
552150,Willie's Haunted Hayride,"John Palmer, Jacob Vestergaard",Casual,0.99,
569800,LEAVES - The Journey,ZAR 21,"Aventura, Indie",4.99,Suiza
485570,Milford Heaven - Luken's Chronicles,CGGAMES,"Aventura, Indie, Rol",2.99,Francia
767500,Once in Yaissor 2,Valera Entertainment,"Aventura, Indie",0.99,México
491010,IN-VERT: Definitive Edition,TERNOX,"Acción, Aventura, Indie",1.52,Suiza
3595270,Call of Duty®: Modern Warfare® III,Sledgehammer Games,Acción,69.99,Estados Unidos
3240220,Grand Theft Auto V Enhanced,Rockstar North,"Acción, Aventura, Carreras",29.99,Escocia
332760,Friendship Club,Force Of Habit,"Acción, Indie, Acceso anticipado",9.99,Estados Unidos
671090,Oik Memory,Crew Lab,"Casual, Indie",0.99,España
270790,Etherlords II,Nival,"Aventura, Indie, Rol, Estrategia",4.99,España
397570,Shmadow,Extrokold Games,"Acción, Indie",1.99,
462400,Slide Ride Arcade,ZeroBit Games,"Casual, Indie, Acceso anticipado",4.99,España
349760,Snail Bob 2: Tiny Troubles,Hunter Hamster,"Acción, Aventura, Casual, Indie, Rol, Simuladores",4.99,
883710,Resident Evil 2,"CAPCOM Co., Ltd.",Acción,39.99,Japón
416130,Written in the Sky,Unwonted Studios,"Acción, Aventura, Indie, Simuladores",0.0,
390220,Toilet Tycoon,Anvil-Soft,"Indie, Simuladores",0.84,
573210,Mistwood Heroes,Meepower,"Acción, Aventura, Casual, Indie, Rol",0.49,Estados Unidos
2605100,Whispered Secrets: Tying the Knot,grandma,"Aventura, Casual",9.75,
548340,Abode,Overflow,Indie,9.99,Suiza
255070,Abyss Odyssey,ACE Team,"Acción, Aventura, Indie",14.99,España
586060,JET HERO,ZOV GAME STUDIO,"Acción, Aventura, Indie, Carreras, Estrategia",3.99,Rusia
539690,Nanomedix Inc,ItRuStore Games,"Casual, Indie, Estrategia",0.99,
342890,Synonymy,Christopher Cinq-Mars Jarvis,"Casual, Estrategia",1.99,
1265240,Uniform Girl,Cartoon Game,"Casual, Indie, Estrategia",0.0,
747350,Hellblade: Senua's Sacrifice VR Edition,Ninja Theory,"Acción, Aventura, Indie",0.0,Reino Unido
433790,Wooden Floor 2 - Resurrection,pheenix93,"Aventura, Indie",1.79,España
987400,Disney's Hercules,Disney Interactive,Acción,0.0,Estados Unidos
614910,#monstercakes,Paleno Games,"Casual, Indie",0.99,España
7340,Azada,Big Fish Games,"Casual, Indie",9.99,Países Bajos
400740,VERGE:Lost chapter,GDNomaD,"Acción, Aventura, Indie",0.99,España
31180,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,Telltale,"Aventura, Rol",12.49,México
549910,Locked Fears,dekoga.d,"Sangrientos, Acción, Aventura, Indie",0.99,
220,Half-Life 2,Valve,Acción,9.75,Estados Unidos
352720,The Universim,Crytivo,"Indie, Simuladores, Estrategia",27.99,
1106750,Fault: Elder Orb,Strange Matter Studios,"Acción, Free to Play, Estrategia, Acceso anticipado",0.0,
410430,Morphine,Kerim Kumbasar,"Aventura, Indie",2.99,
250320,The Wolf Among Us,Telltale,"Acción, Aventura, Casual",14.99,México
497680,Plates,maasgdev,"Casual, Indie",0.99,
1415280,Faerie Afterlight,Clay Game Studio,"Acción, Aventura, Indie",16.99,
1084600,My Time at Sandrock,Pathea Games,"Aventura, Casual, Indie, Rol, Simuladores",34.99,
429280,Gems of the Aztecs,Wellore,Casual,14.79,España
986800,AVICII Invector,Hello There Games,"Casual, Indie",19.99,Reino Unido
444180,Techwars Online,Argus Games,"Acción, Indie, Multijugador masivo, Estrategia",3.99,
287100,Chaos Domain,Holy Warp,"Acción, Indie",2.99,Suiza
833030,Hypertrain,Funcraft Games,"Acción, Indie, Carreras, Simuladores",8.79,España
818440,Forgotten Places: Lost Circus,Sungift Games,"Aventura, Casual, Indie",1.99,China
212110,Sugar Cube: Bittersweet Factory,Turtle Cream,"Acción, Indie",6.99,
277460,Praetorians,Pyro Studios,"Indie, Estrategia",4.99,Suecia
427910,Zavix Tower,Batholith Entertainment,"Aventura, Casual, Indie, Rol, Estrategia",9.99,Canadá
710190,谜题姐妹 Puzzle Sisters,冷笑黑妖,"Casual, Indie",0.99,China
368680,Super Mutant Alien Assault,Cybernate,"Acción, Indie",1.95,
745180,Bike of the Wild,The Most,"Acción, Aventura, Casual, Indie, Carreras, Deportes, Estrategia",4.99,
228960,Skulls of the Shogun,17-BIT,"Indie, Estrategia",8.19,
637330,Stack,AeroLab Studios,"Casual, Indie, Estrategia",0.49,
418180,Tempest: Pirate Action RPG,HeroCraft,"Acción, Indie, Rol",14.79,España
248650,Draw a Stickman: EPIC,Hitcents,"Aventura, Casual, Indie",3.99,Estados Unidos
395400,Freedom Cry,Warfare Studios,"Aventura, Casual, Indie, Rol",9.99,Irlanda
617700,Weed Shop 2,ADhD Studios,"Casual, Indie, Simuladores, Estrategia",9.75,
2910,Fleet Command,Sonalysts,Estrategia,9.99,
580880,City of Rott: Streets of Rott,Frank J Sudol,"Acción, Indie",0.99,
38400,Fallout: A Post Nuclear Role Playing Game,Interplay Inc.,Rol,9.99,
541920,Help,Volens Nolens Games,"Acción, Aventura, Indie",0.49,España
402940,Dungeons of Betrayal,Darkelite Studio Inc,"Aventura, Indie, Rol",0.79,
238890,Skyward Collapse,Arcen Games,"Indie, Simuladores, Estrategia",1.24,Países Bajos
1669000,Age of Wonders 4,Triumph Studios,"Rol, Estrategia",49.99,India
244890,Velocity®Ultra,Curve Studios,"Acción, Indie",7.99,Reino Unido
998740,Ring of Pain,Simon Boxer,"Indie, Estrategia",19.99,
576160,A Long Road Home,One Bit Studio,"Aventura, Casual, Indie",1.99,
564960,Return to Krondor,PyroTechnix,Rol,5.99,
294790,Haegemonia: The Solon Heritage,Digital Reality,"Acción, Indie, Estrategia",4.99,Italia
951670,Precipice,"LRDGames, Inc.","Indie, Simuladores, Estrategia",6.59,
395380,ANKI,Wojciech Krupinski,"Acción, Aventura, Casual, Indie",0.99,Polonia
673450,Time Lock VR 1,WR-VRG,"Acción, Aventura, Casual, Indie",0.83,
365020,Gynophobia,Gua,"Acción, Aventura, Indie",1.99,España
2670630,Supermarket Simulator,Nokta Games,"Casual, Indie, Simuladores",19.99,
40420,Tidalis,Arcen Games,"Casual, Indie",1.24,Países Bajos
2360020,Kao the Kangaroo (2000 re-release),Tate Multimedia,"Acción, Aventura",0.99,Reino Unido
761620,Beholder 2,Alawar Stargaze (Warm Lamp Games),"Aventura, Indie, Simuladores, Estrategia",17.49,España
434650,Lost Castle / 失落城堡,Hunter Studio,"Acción, Aventura, Indie, Rol",9.99,
17450,Dragon Age: Origins,BioWare,Rol,0.0,Canadá
383560,Squarelands,Oryon Entertainment,"Aventura, Indie",3.99,
1188760,JEF,Jeremy Couillard,"Acción, Aventura, Casual, Indie, Simuladores",1.64,
2840,X: Beyond the Frontier,Egosoft,"Simuladores, Estrategia",4.99,Francia
22650,Alien Breed 2: Assault,Team17 Digital Ltd,Acción,9.99,Reino Unido
478010,ABC Coloring Town,EnsenaSoft,Casual,1.59,México
291010,The Hat Man: Shadow Ward,Game Mechanics LLC,"Acción, Aventura, Indie",9.75,Estados Unidos
224960,Tomb Raider I (1996),Core Design,"Acción, Aventura",6.99,España
419710,Rogue Singularity,Considerable Content,"Acción, Indie",14.99,
517190,Rebound,Omnirift,"Acción, Indie",1.59,Suiza
670100,Mint,DGHZ,"Acción, Aventura, Casual, Indie",2.99,
491000,Gravity Cat,Quiet River,Indie,1.99,Suiza
1679870,Arcana: Heat and Cold. Season 2,PixelGreeds,"Aventura, Casual",2.92,España
864740,The World of Labyrinths: Labyronia,Labyrinthine,"Aventura, Indie, Rol",0.99,Suiza
2099080,Hidden Cats in London,Nukearts Studio,"Casual, Indie",1.99,Canadá
363940,Solar Shifter EX,Elder Games,"Acción, Indie",0.69,España
100,Counter-Strike: Condition Zero,Valve,Acción,8.19,Estados Unidos
579120,Unlucky Seven,Puzzling Dream,"Acción, Aventura, Indie",7.99,España
526880,Chess Knight 2,EnsenaSoft,"Casual, Estrategia",2.39,México
681610,Anti Zombie AI - Tower Defense (Azai - TD),PodShoh Studio,"Violencia, Acción, Casual, Indie, Estrategia",1.99,
536450,Vzerthos: The Heir of Thunder,DarkDes Labs,"Acción, Aventura, Indie, Rol",7.95,
35320,Insane 2,Targem Games,Carreras,11.99,Brasil
33530,Tropico Reloaded,PopTop Software,"Simuladores, Estrategia",1.74,
716230,Galactic Lords,TheDreik,"Acción, Casual, Indie, Estrategia",0.99,España
527150,Dead,Alec Smith,"Acción, Indie",3.99,
432170,Silver Knight,Wojciech Krupinski,"Acción, Aventura, Casual, Indie, Rol, Acceso anticipado",0.79,Polonia
289240,Perimeter: Emperor's Testament,K-D Lab,Estrategia,3.99,
548710,Sandstorm,Energy Milk,"Acción, Aventura, Casual, Indie",4.99,
732670,Dyana Moto,Halissoni,"Acción, Casual, Indie",4.99,
115120,Iron Brigade,Double Fine Productions,"Acción, Estrategia",14.99,Estados Unidos
230840,Daylight,Zombie Studios,"Acción, Aventura, Casual, Indie",3.99,México
1451190,Undisputed,Steel City Interactive,"Acción, Simuladores, Deportes",49.99,
332530,Shutshimi,Neon Deity Games,"Acción, Indie",3.99,
444260,Mindless Running,Quiet River,"Aventura, Indie",0.99,Suiza
552130,Whiplash - Crash Valley,Diagrammet AB,"Aventura, Casual, Indie, Simuladores",3.99,
552580,Jade's Journey,Warfare Studios,"Aventura, Casual, Indie, Rol, Estrategia",9.99,Irlanda
438030,Dead6hot,Chuck Productions,"Acción, Casual",0.99,
788320,Balls and Magnets,Mykhail Konokh,"Casual, Indie",1.99,Ucrania
306480,Wildlife Park 2 - Crazy Zoo,b-alive gmbh,"Casual, Indie, Simuladores, Estrategia",3.99,Alemania
241620,Inquisitor,CINEMAX GAMES,"Indie, Rol",3.31,México
984800,Automachef,Rhombico Games,"Indie, Simuladores",14.99,
629520,Soundpad,Leppsoft,"Producción de audio, Utilidades",4.99,
1521920,Merchants of the Caribbean,GameOn Production,"Aventura, Casual, Indie, Estrategia",5.69,México
498320,Trolley Gold,Mantis Games,"Casual, Indie",1.99,
430290,Shmups Skill Test,TRIANGLE SERVICE,Acción,4.99,
389680,Luxury Hotel Emporium,United Independent Entertainment,"Simuladores, Estrategia",3.99,Estados Unidos
3533830,Brány Skeldalu,Napoleon Games,Rol,4.99,
780750,Snake Classic,Jam,"Casual, Indie",1.99,
709800,Hardcore ZBoy,Narko Games,"Violencia, Sangrientos, Acción, Aventura, Casual, Indie, Carreras, Deportes",0.99,España
797550,Ultimate Panic Flight,DEVALLEY STUDIO,"Acción, Casual",1.04,
1509230,Prop Hunt,HorseGames,"Casual, Indie, Multijugador masivo, Rol, Deportes",8.19,
682990,Drug Dealer Simulator,Byterunners,"Acción, Aventura, Indie, Simuladores",16.79,
352400,LEGO® Jurassic World,TT Games Ltd,"Acción, Aventura",19.99,
360520,Hypt,EmpI Studios,"Acción, Casual, Indie",4.99,
17460,Mass Effect (2007),BioWare,"Acción, Rol",29.99,Canadá
1714190,Breakout: Recharged,Adamvision Studios,"Acción, Casual",8.99,España
434680,Lamia's Game Room,Digital Crafter,"Casual, Indie",0.99,España
1157220,Nebuchadnezzar,Nepos Games,"Indie, Simuladores, Estrategia",19.99,
647280,Pixel Shooter,Sabrina Aridi,"Acción, Aventura, Indie",9.75,España
964210,Mr Husky,Heero,"Acción, Aventura, Casual, Indie, Simuladores",1.99,
1850570,DEATH STRANDING DIRECTOR'S CUT,KOJIMA PRODUCTIONS,"Acción, Aventura",39.99,
252850,Streamline,Proletariat Inc.,"Acción, Indie, Deportes, Acceso anticipado",0.0,
530300,Slymes,WolfTech Games,"Acción, Casual, Indie, Multijugador masivo",0.99,
427730,Who's Your Daddy?!,Evil Tortilla Games,"Acción, Casual, Indie",9.75,España
773640,Colony On Mars,"Nikita ""Ghost_RUS""","Casual, Indie, Simuladores, Estrategia",0.49,Rusia
2860440,デジプラコレクション まるごと鉄道！ミニ ～JR貨物編～,G-MODE,"Casual, Simuladores",9.75,Japón
582920,From Shadows,Revolt and Rebel,"Acción, Indie",0.55,
427470,Democracy 3 Africa,Positech Games,"Indie, Simuladores, Estrategia",16.49,España
854860,Cows VS Vikings,Redox Entertainment Inc,"Aventura, Casual, Indie, Estrategia, Acceso anticipado",7.39,
582010,Monster Hunter: World,"CAPCOM Co., Ltd.",Acción,29.99,Japón
380540,Inevitability,SFS Studios,"Acción, Aventura, Indie",4.99,
527770,Russian SuperHero Dead Ivan,Anatoliy Loginovskikh,"Casual, Indie",0.99,Rusia
417880,Everybody's Gone to the Rapture,The Chinese Room,"Aventura, Casual, Indie",19.99,España
381610,Dandy: Or a Brief Glimpse Into the Life of the Candy Alchemist,"wefiends, Inc.","Acción, Indie",9.99,
319970,The Detail,Rival Games Ltd,"Aventura, Indie",2.99,
237630,DuckTales: Remastered,WayForward,"Acción, Aventura, Casual",14.99,Japón
1349060,It Steals,Zeekerss,"Acción, Indie",3.99,España
304240,Resident Evil,"CAPCOM Co., Ltd.","Acción, Aventura",19.99,Japón
513880,Panzer Warfare,Kobra Studio,"Acción, Casual, Indie, Multijugador masivo, Simuladores, Estrategia, Acceso anticipado",0.61,México
547730,Izanami's Dream Battle,Studio JAW,Acción,4.99,
242760,The Forest,Endnight Games Ltd,"Acción, Aventura, Indie, Simuladores",16.79,
470270,Tribal Pass,Tribe Tea,"Acción, Aventura, Indie",5.69,
46490,Still Life 2,Microids,Aventura,7.99,Francia
23460,Ceville,Realmforge Studios,"Acción, Aventura, Estrategia",0.67,España
402390,Hyperdrive Massacre,34BigThings srl,"Acción, Casual, Indie",9.99,Italia
433110,Zipple World,Alternative Dreams,Indie,0.59,
252970,McDROID,Elefantopia,"Acción, Indie, Estrategia",9.75,
315920,Stonerid,Enitvare,"Acción, Indie",4.99,España
496120,LaserCat,Daniel McFarline,"Aventura, Casual, Indie",0.99,
2623540,Sex Simulator - College Girls,EroticGamesClub,"Aventura, Casual, Indie, Simuladores",1.19,España
460970,Soulcaster: Part I & II,MagicalTimeBean,"Acción, Indie, Estrategia",4.99,España
362150,Ashes of Immortality II - Bad Blood,Warfare Studios,"Aventura, Casual, Indie, Rol",9.99,Irlanda
2518630,None Shall Intrude,Aeterna Ludi,"Indie, Estrategia",5.17,
449210,Verdict Guilty - 유죄 평결,Retro Army Limited,"Acción, Casual, Indie",4.49,Reino Unido
499520,The Turing Test,BULKHEAD,Aventura,24.5,
603360,CryptoMoneya,azimuth team,"Casual, Indie",1.99,Reino Unido
438080,Surfingers,Digital Melody,"Acción, Casual, Indie",1.99,España
1465360,SnowRunner,Saber Interactive,"Aventura, Simuladores",29.99,Rusia
576660,Snake Party,Displacement Studios,"Indie, Carreras",0.99,Luxemburgo
214830,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,Opus,"Acción, Casual, Rol",9.99,Suiza
3478020,Living with my Little Sister,Flash Club,Simuladores,5.89,
569200,Space Rogue Classic,"ORIGIN Systems, Inc.","Acción, Rol, Simuladores",5.99,
322030,Unlimited Escape,Carlo D'Apostoli Projects,Indie,0.99,Italia
346180,David.,Fermenter Games,"Acción, Indie",1.99,España
3474900,Anima Engine,MarroIndustries,Animación y modelado,2.99,
495090,Evolution Planet: Gold Edition,Play Wireless,Casual,4.99,
318970,StarCrawlers,Juggernaut Games,"Aventura, Indie, Rol",19.99,
899310,Iron Danger,Action Squad Studios,"Acción, Aventura, Indie, Estrategia",19.99,
10,Counter-Strike,Valve,Acción,8.19,Estados Unidos
468150,Trap House,Hive Mind Studios,"Acción, Indie",9.99,
1269950,Buddy Simulator 1984,Not a Sailor Studios,"Aventura, Casual, Indie, Rol, Simuladores",7.99,
1678140,Shades of Sakura,BanzaiProject,"Aventura, Casual, Indie, Rol",1.59,España
710780,Sky Jump,Easy game,"Acción, Casual, Indie",0.99,Reino Unido
295690,PARTICLE MACE,Andy Makes,"Acción, Aventura, Indie",3.99,
824580,The Last Tower,Salsawi,"Acción, Indie, Estrategia",0.99,Arabia Saudita
361850,Portal of Evil: Stolen Runes Collector's Edition,8Floor,"Acción, Aventura, Casual, Indie, Estrategia",14.79,España
421140,Blades of the Righteous,Vladimir Slav,"Casual, Indie, Estrategia",2.99,
2221490,Tom Clancy’s The Division® 2,Ubisoft,"Acción, Aventura, Rol",2.99,Francia
289840,Dracula 3: The Path of the Dragon,Microids,"Aventura, Casual",7.99,Francia
440760,Cube Destroyer,Freedomize Studio,"Acción, Indie",3.99,España
395920,Playing History - The Plague,Serious Games Interactive,"Aventura, Casual, Indie",9.99,España
831770,Zombie Derby,Brinemedia,"Acción, Indie, Carreras",3.29,España
356420,Interloper,Monogon Games,"Indie, Estrategia",0.0,
227200,Waking Mars,Tiger Style,"Acción, Aventura, Indie",8.19,
615010,Runic Rampage - Action RPG,Electrocosmos,"Acción, Aventura, Casual, Indie, Rol",6.89,
648350,Jurassic World Evolution,Frontier Developments,"Simuladores, Estrategia",44.99,Reino Unido
320400,Magnifico,Mixel,"Casual, Estrategia",4.99,
651150,Quantum League,Nimble Giant Entertainment,"Acción, Indie, Deportes, Estrategia",0.0,Reino Unido
283270,Jagged Alliance 1: Gold Edition,Sir-Tech,"Acción, Rol, Estrategia",9.99,Estados Unidos
6910,Deus Ex: Game of the Year Edition,Ion Storm,Acción,6.99,Estados Unidos
720470,Caveman Alive,Dwarven potion brew,"Aventura, Casual, Indie, Simuladores",1.99,Alemania
265120,Meridian: New World,Elder Games,"Indie, Estrategia",6.99,España
1796920,Sword of Elpisia,Exe Create Inc.,"Aventura, Rol, Simuladores, Estrategia",14.99,México
449300,Planar Conquest,Wastelands Interactive,"Indie, Rol, Simuladores, Estrategia",0.99,España
565190,Spacecats with Lasers VR,Bitten Toast Games Inc.,Acción,4.99,Canadá
34920,Razor2: Hidden Skies,Invent4 Entertainment,"Acción, Casual, Indie",7.79,España
771500,The Intern,Red13Indie,"Acción, Aventura, Casual, Indie, Rol, Simuladores",1.59,
603610,AEGIS 2186,Jollyfish Games,"Acción, Indie, Acceso anticipado",4.99,Reino Unido
20550,Red Faction II,Volition,"Acción, Estrategia",9.99,Reino Unido
853480,Pestis,DIEDEMOR STUDIO GAMES,"Indie, Simuladores",24.5,España
847390,Barrel Boot Camp,Goober Games,"Acción, Casual, Indie",2.39,
492490,Zombie Apocalypse: Escape The Undead City,Anarchy Enterprises,"Acción, Indie",0.59,España
535270,Constricting Cubes,D.W.S.,"Acción, Casual, Indie, Estrategia",0.99,Suiza
212160,Vindictus,NEXON,"Acción, Aventura, Multijugador masivo, Rol, Free to Play",0.0,
474750,Reigns,Nerial,"Aventura, Indie, Rol, Simuladores",2.99,Japón
270090,//N.P.P.D. RUSH//- The milk of Ultraviolet,Rail Slave Games,"Acción, Indie",3.99,España
553410,Pirate Defense,Rushil Reddy,Estrategia,9.99,
